student_id,weak_kcs,n_weak,weakest_5,related_kcs
user13135,1D DP;2D DP;Bitmask DP;Bitmask Enumeration;Convex Hull;Custom Comparator Sorting;Inclusion-Exclusion;Interval Scheduling;KMP;Orientation Test;geometry;ternary search,12,Convex Hull;2D DP;Orientation Test;geometry;Custom Comparator Sorting,Binary Search on Answer;Combinations;Distance Between Points;Permutations;Prefix Function;Recursion;String Matching;bitmasks;data structures;math;sortings
user13153,,0,Convex Hull;Ordered Set;DP on DAG;geometry;dsu,
user13155,,0,geometry;Ordered Set;Knapsack;Lowest Common Ancestor;graphs,
user13169,Bipartite Graph Check;Cycle Detection;Hash Map;Tree DFS,4,Cycle Detection;Tree DFS;Bipartite Graph Check;Hash Map;graph matchings,BFS;DFS;data structures
user13172,Activity Selection;Difference Array;Interval Scheduling;flows;geometry;graph matchings,6,Interval Scheduling;Activity Selection;graph matchings;Difference Array;geometry,Stack;graphs;shortest paths;sortings
user13174,sortings,1,sortings;constructive algorithms;2D DP;implementation;hashing,
user13180,Distance Between Points;Meet-in-the-middle;Tree DP;flows;games;geometry;graph matchings,7,geometry;games;Tree DP;Distance Between Points;flows,Tree DFS;brute force;combinatorics;dp;graphs;math;shortest paths
user13184,Binary Search on Answer;divide and conquer;flows;geometry;shortest paths,5,flows;shortest paths;geometry;Binary Search on Answer;divide and conquer,Binary Search on Array;dp;graphs
user1319,flows;geometry,2,flows;geometry;graph matchings;2-sat;graphs,graphs;shortest paths
user13193,Stack;data structures;dsu,3,dsu;Stack;data structures;Brute Force Enumeration;shortest paths,Queue
user13223,DP on DAG;hashing,2,DP on DAG;hashing;strings;string suffix structures;String Matching,Hash Map;Topological Sort;dp;strings
user13234,Binary Search on Array;Segment Tree;data structures;divide and conquer;flows;geometry;graphs;shortest paths,8,shortest paths;divide and conquer;Segment Tree;data structures;graphs,Recursion;dp;sortings
user13246,Longest Increasing Subsequence;graph matchings;probabilities,3,graph matchings;probabilities;Longest Increasing Subsequence;Polygon Area;2D DP,1D DP;combinatorics
user13266,Polygon Area;flows;geometry;ternary search,4,flows;ternary search;Polygon Area;geometry;graph matchings,Binary Search on Answer;Distance Between Points;graphs;shortest paths
user13285,Distance Between Points;flows;geometry;graph matchings,4,geometry;graph matchings;flows;Distance Between Points;Suffix Array,graphs;math;shortest paths
user13287,2D DP;Bitmask Enumeration;Convex Hull;Custom Comparator Sorting;Distance Between Points;Line Intersection;Priority Queue;bitmasks;geometry;hashing;shortest paths,11,Convex Hull;Line Intersection;Distance Between Points;geometry;Bitmask Enumeration,1D DP;Hash Map;Orientation Test;Queue;Stack;brute force;graphs;math;sortings;strings
user13296,2D DP;Binary Search on Array;Bipartite Graph Check;Min Cut;divide and conquer;dsu;flows;geometry,8,Min Cut;dsu;divide and conquer;flows;2D DP,1D DP;BFS;DFS;Max Flow;Queue;Stack;dp;graphs;shortest paths;sortings
user13299,Backtracking;Hash Map;divide and conquer;dsu;two pointers,5,divide and conquer;two pointers;dsu;Hash Map;Backtracking,Queue;Recursion;Stack;data structures;dp;graphs
user13305,Binary Search on Answer;DP on DAG;Stack;flows;graphs;probabilities;ternary search;trees,8,probabilities;ternary search;flows;Stack;DP on DAG,Binary Search on Array;Topological Sort;combinatorics;data structures;dp;shortest paths
user13310,Bipartite Graph Check;DP on DAG;Interval DP;Max Flow;Topological Sort;Tree DP;dsu;flows;geometry;graph matchings;graphs;interactive;shortest paths,13,Max Flow;flows;graphs;DP on DAG;shortest paths,2D DP;BFS;Connected Components;DFS;Priority Queue;Queue;Simulation;Stack;Tree DFS;dp
user13311,Binary Search on Array;Coordinate Compression;Dijkstra;Edit Distance;Hash Map;Meet-in-the-middle;Prefix Sum;Queue;Stack;chinese remainder theorem;dsu;graphs;probabilities;shortest paths,14,Meet-in-the-middle;Hash Map;dsu;Dijkstra;Binary Search on Array,2D DP;Graph Representation;Longest Common Subsequence;Modular Arithmetic;Modular Inverse;Priority Queue;brute force;combinatorics;data structures;dp;sortings
user13323,1D DP;2D DP;Backtracking;Z Algorithm;dsu;geometry;graphs;shortest paths;trees,9,shortest paths;geometry;2D DP;Backtracking;Z Algorithm,Queue;Recursion;Stack;String Matching;data structures
user13331,Cycle Detection;Distance Between Points;Tree DFS;flows;geometry;graph matchings,6,Cycle Detection;flows;Distance Between Points;geometry;Tree DFS,BFS;DFS;graphs;math;shortest paths
user13332,String Matching;Suffix Automaton;Tree DFS;hashing;string suffix structures;strings;trees,7,string suffix structures;hashing;Suffix Automaton;String Matching;Tree DFS,DFS;Hash Map;Z Algorithm;binary search;data structures;graphs;sortings
user13333,2-sat;Bipartite Graph Check;Line Intersection;Max Flow;geometry;graph matchings,6,Line Intersection;geometry;graph matchings;Max Flow;Bipartite Graph Check,BFS;DFS;Distance Between Points;Orientation Test;Priority Queue;Strongly Connected Components;graphs
user13348,Activity Selection;BFS;Binary Search on Answer;Bitmask Enumeration;Custom Comparator Sorting;Divisors;GCD;Knapsack;Longest Increasing Subsequence;Modular Arithmetic;Queue;Simulation;Stack;dsu;geometry;graphs;interactive;shortest paths,18,shortest paths;Stack;BFS;Queue;dsu,1D DP;2D DP;Binary Search on Array;Graph Representation;Prime Factorization;data structures;math;sortings
user13349,Greedy Sorting;Knapsack;String Matching;Suffix Automaton;Tree Diameter;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;dp;greedy;hashing;sortings;string suffix structures;strings;trees;two pointers,18,string suffix structures;hashing;Knapsack;String Matching;Greedy Sorting,2D DP;Hash Map;Recursion;Tree DFS;Z Algorithm;data structures;graphs;implementation;math
user13353,2-sat;Strongly Connected Components,2,2-sat;Strongly Connected Components;Tree DP;trees;2D DP,BFS
user13361,1D DP;Bitmask DP;Divisors;GCD;Graph Representation;Max Flow;Modular Arithmetic;Monotonic Stack;Prefix Function;Priority Queue;Segment Tree;Tree DFS;binary search;bitmasks;brute force;data structures;divide and conquer;dp;dsu;games;graphs;hashing;probabilities;shortest paths;string suffix structures;trees;two pointers,27,dsu;trees;probabilities;Priority Queue;divide and conquer,DFS;Hash Map;Prime Factorization;Queue;Recursion;Stack;String Matching;combinatorics;implementation;math;sortings;strings
user13382,2D DP;DP on DAG;Digit DP;Expected Value;Graph Representation;Hash Map;Prefix Sum;divide and conquer;geometry;graphs;probabilities;shortest paths;string suffix structures;trees;two pointers,15,divide and conquer;Digit DP;shortest paths;two pointers;Hash Map,1D DP;Stack;Topological Sort;binary search;combinatorics;data structures;dp;sortings;strings
user13384,Binary Search on Array;Combinations;Connected Components;Convex Hull;Two Pointers on Sorted Array;dsu;games;geometry;graph matchings;graphs;trees,11,games;Convex Hull;geometry;graph matchings;trees,BFS;DFS;Distance Between Points;Orientation Test;Queue;Stack;combinatorics;data structures;math;sortings
user13405,1D DP;Backtracking;Binary Search on Array;Brute Force Enumeration;Fenwick Tree;Greedy Sorting;Tree DFS;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;flows;games;geometry;graphs;greedy;implementation;math;number theory;sortings;string suffix structures;strings;trees;two pointers,28,binary search;trees;Binary Search on Array;sortings;string suffix structures,DFS;Queue;Recursion;Stack;combinatorics;shortest paths
user13411,DFS;Hash Map;Polygon Area;divide and conquer,4,Hash Map;divide and conquer;Polygon Area;DFS;graph matchings,Distance Between Points;Graph Representation;data structures;dp;graphs
user13412,Distance Between Points;Min Cut;geometry;graph matchings,4,Min Cut;geometry;Distance Between Points;graph matchings;Orientation Test,Max Flow;math
user13417,Coordinate Compression;Digit DP;Sliding Window;binary search;data structures;divide and conquer;geometry;graph matchings,8,Sliding Window;divide and conquer;geometry;Coordinate Compression;Digit DP,1D DP;dp;graphs;sortings
user1342,Binary Lifting;Bitmask DP;Prime Sieve;Priority Queue;Stack;Topological Sort;dsu;flows;graph matchings;graphs;hashing;two pointers,12,graph matchings;flows;Priority Queue;Stack;hashing,1D DP;Connected Components;DFS;Hash Map;Queue;Sparse Table;Tree DFS;bitmasks;data structures;math;shortest paths;strings
user13424,2D DP;Binary Search on Array;Coordinate Compression;KMP;Modular Combinations;Topological Sort;binary search;combinatorics;flows;geometry;graphs;shortest paths;two pointers,13,2D DP;Topological Sort;shortest paths;two pointers;flows,1D DP;Combinations;Connected Components;DFS;Modular Arithmetic;Modular Inverse;Prefix Function;String Matching;data structures;math;sortings
user13425,2D DP;BFS;geometry;graph matchings,4,2D DP;geometry;graph matchings;BFS;Shortest Path in DAG,1D DP;Graph Representation
user13449,Bitmask DP;Bitmask Enumeration;Fast Exponentiation;Meet-in-the-middle;Prime Factorization;Prime Sieve;Segment Tree;State Simulation;Tree DFS;Tree DP;binary search;bitmasks;data structures;divide and conquer;dp;graphs;interactive;number theory;sortings;trees,20,Prime Factorization;Prime Sieve;State Simulation;binary search;interactive,1D DP;DFS;Recursion;Simulation;brute force;math
user13460,2D DP;bitmasks;constructive algorithms;interactive,4,bitmasks;interactive;constructive algorithms;2D DP;math,1D DP;Simulation;brute force;implementation;math
user13466,Brute Force Enumeration;Cycle Detection;DFS;Greedy Sorting;Interval DP;Prefix Sum;Simulation;String Matching;Two Pointers on Sorted Array;brute force;constructive algorithms;data structures;games;greedy;implementation;math;sortings;strings;two pointers,19,String Matching;Cycle Detection;DFS;Brute Force Enumeration;Simulation,2D DP;BFS;Graph Representation;Stack;combinatorics
user13467,Bipartite Graph Check;Hash Map;Tree DFS;graph matchings,4,Tree DFS;graph matchings;Hash Map;Bipartite Graph Check;Connected Components,BFS;DFS;data structures
user13469,Binary Search on Array;Distance Between Points;Hash Map;Line Intersection;Segment Tree;Sliding Window;flows;games;geometry,9,Sliding Window;geometry;Line Intersection;Hash Map;Segment Tree,Orientation Test;Recursion;combinatorics;data structures;graphs;math;shortest paths;sortings
user13478,fft;interactive;ternary search;two pointers,4,fft;two pointers;ternary search;interactive;flows,Binary Search on Answer;Simulation;data structures;dp
user13482,2D DP;Bitmask Enumeration;Hash Map;divide and conquer;interactive;probabilities;shortest paths;ternary search,8,Bitmask Enumeration;probabilities;interactive;2D DP;shortest paths,1D DP;Binary Search on Answer;Simulation;combinatorics;data structures;dp;graphs;math
user13485,geometry;graph matchings,2,geometry;graph matchings;Orientation Test;Distance Between Points;Max Flow,
user13487,1D DP;Distance Between Points;Priority Queue;data structures;dsu;geometry;graphs;hashing;trees,9,geometry;Distance Between Points;dsu;trees;graphs,Hash Map;Queue;Recursion;Stack;math;strings
user13491,BFS;Binary Lifting;Suffix Array;divide and conquer;dsu;graphs;hashing;shortest paths;string suffix structures;trees;two pointers,11,string suffix structures;Binary Lifting;shortest paths;two pointers;graphs,Graph Representation;Hash Map;Queue;Sparse Table;Stack;String Matching;Tree DFS;binary search;data structures;dp;sortings;strings
user13504,Distance Between Points;Max Flow;geometry;graph matchings,4,geometry;graph matchings;Max Flow;Distance Between Points;2-sat,Priority Queue;graphs;math
user13506,,0,Edit Distance;graphs;trees;shortest paths;Longest Common Subsequence,
user13510,1D DP;Binary Search on Answer;Bitmask Enumeration;Sliding Window;binary search;bitmasks;games;graphs;interactive;trees,10,Binary Search on Answer;bitmasks;interactive;trees;graphs,Binary Search on Array;Recursion;Simulation;brute force;combinatorics;data structures;math;sortings
user13519,2-sat;Max Flow;geometry,3,geometry;Max Flow;2-sat;Strongly Connected Components;Bipartite Graph Check,Priority Queue;Strongly Connected Components;graphs
user13532,Binary Lifting;Binary Search on Answer;Interval DP;String Hashing;binary search;dp;graph matchings;hashing;ternary search;trees,10,hashing;ternary search;graph matchings;Binary Search on Answer;String Hashing,2D DP;Binary Search on Array;Hash Map;Recursion;Sparse Table;Tree DFS;brute force;data structures;graphs;sortings;strings
user13533,geometry,1,geometry;Distance Between Points;Tree DFS;Tree DP;Hash Map,
user13541,,0,2D DP;trees;graphs;hashing;bitmasks,
user13544,Backtracking;Bitmask DP;Combinations;DFS;Difference Array;Divisors;Expected Value;Fast Exponentiation;Inclusion-Exclusion;Meet-in-the-middle;Modular Arithmetic;Permutations;Prime Sieve;Recursion;State Simulation;binary search;chinese remainder theorem;data structures;games;geometry;graphs;hashing;matrices;probabilities;strings;ternary search,26,games;Permutations;hashing;Prime Sieve;Fast Exponentiation,1D DP;Binary Search on Answer;GCD;Graph Representation;Hash Map;Modular Inverse;Prime Factorization;Stack;bitmasks;brute force;combinatorics;dp;math;sortings
user13545,Backtracking;Expected Value;Fenwick Tree;Mo's Algorithm;interactive;probabilities,6,Fenwick Tree;interactive;Expected Value;probabilities;Backtracking,Recursion;Simulation;Sliding Window;Sqrt Decomposition;combinatorics;data structures;sortings
user13556,2D DP;DP on DAG,2,2D DP;DP on DAG;Prime Sieve;Distance Between Points;graph matchings,1D DP;Topological Sort;dp
user13562,Binary Lifting;Bitmask Enumeration;Dijkstra;Expected Value;Inclusion-Exclusion;Max Flow;Orientation Test;Prefix Sum;Segment Tree;Tree DFS;Tree Diameter;bitmasks;data structures;divide and conquer;dsu;flows;games;geometry;graph matchings;graphs;number theory;probabilities;ternary search;trees,24,trees;probabilities;Orientation Test;Max Flow;graph matchings,Binary Search on Answer;Combinations;DFS;Distance Between Points;Graph Representation;Permutations;Priority Queue;Queue;Recursion;Sparse Table;Stack;brute force;combinatorics;dp;math;shortest paths
user13575,2-sat;Convex Hull;Distance Between Points;Line Intersection;Max Flow;Min Cut;Orientation Test;Polygon Area;geometry;graph matchings,10,Min Cut;Line Intersection;Orientation Test;Polygon Area;geometry,Priority Queue;Strongly Connected Components;graphs;math;sortings
user13584,Connected Components;geometry;hashing;strings,4,geometry;hashing;Connected Components;strings;2-sat,BFS;DFS;Hash Map;data structures
user13591,Binary Search on Array;Combinations;Stack;binary search;data structures;dp;geometry;graph matchings;graphs;shortest paths;two pointers,11,shortest paths;Binary Search on Array;Stack;binary search;graphs,Recursion;brute force;math;sortings
user13596,,0,graph matchings;Max Flow;2-sat;flows;geometry,
user13604,Binary Search on Answer;Bipartite Graph Check;Connected Components;Dijkstra;Expected Value;Hash Map;Longest Increasing Subsequence;Lowest Common Ancestor;Ordered Set;Prefix Sum;Segment Tree;State Simulation;Tree DFS;Tree DP;combinatorics;divide and conquer;dsu;flows;geometry;graphs;probabilities;shortest paths;trees,23,shortest paths;divide and conquer;Tree DFS;Tree DP;trees,1D DP;BFS;Binary Search on Array;DFS;Graph Representation;Priority Queue;Queue;Recursion;Stack;data structures;dp;math
