problem_idx,problem_id,b_i,rating,kc_names
1033,1735-C,-1.66666667,1400,dsu;graphs;greedy;implementation;strings
1034,1735-D,-1.00000000,1700,brute force;combinatorics;data structures;hashing;math
1035,1735-E,0.55555556,2400,constructive algorithms;data structures;graph matchings;greedy;Brute Force Enumeration
1036,1766-F,1.44444444,2800,flows
1037,1916-E,0.33333333,2300,data structures;graphs;greedy;trees;Segment Tree;Tree DFS
1038,1146-F,0.77777778,2500,dp;trees;Tree DP
1039,1016-F,1.00000000,2600,dp;graphs;trees;Tree DFS
1040,1108-F,-0.11111111,2100,binary search;dsu;graphs;greedy
1041,521-D,1.44444444,2800,greedy;Greedy Sorting
1042,547-D,1.00000000,2600,constructive algorithms;graphs;Bipartite Graph Check
1043,58-E,0.55555556,2400,dp;2D DP
1044,724-F,1.22222222,2700,combinatorics;dp;trees;Modular Combinations;Tree DP
1045,757-F,1.44444444,2800,data structures;graphs;shortest paths;DFS;Dijkstra
1046,1458-C,1.22222222,2700,math;matrices;Brute Force Enumeration;Simulation
1047,468-C,0.77777778,2500,binary search;constructive algorithms;math
1048,1372-E,1.66666667,2900,dp;greedy;two pointers;2D DP
1049,455-B,-0.55555556,1900,dp;games;graphs;implementation;strings;trees
1050,156-D,0.77777778,2500,combinatorics;graphs;Permutations
1051,1098-E,2.77777778,3400,binary search;implementation;math;number theory;Binary Search on Answer
1052,543-A,-0.77777778,1800,dp;1D DP
1053,1470-D,0.11111111,2200,constructive algorithms;graph matchings;graphs;greedy;Graph Representation;Simulation
1054,27-E,-0.33333333,2000,brute force;dp;number theory;Prime Factorization
1055,1146-H,1.66666667,2900,dp;geometry
1056,464-D,1.22222222,2700,dp;probabilities;Expected Value
1057,1641-A,-2.11111111,1200,brute force;greedy;sortings;Brute Force Enumeration;Greedy Sorting
1058,1641-B,-0.33333333,2000,constructive algorithms;implementation;sortings;Backtracking;Simulation
1059,1592-F1,1.00000000,2600,constructive algorithms;greedy;Activity Selection
1060,1592-F2,1.44444444,2800,constructive algorithms;flows;graph matchings;greedy;Interval Scheduling
1061,739-E,1.88888889,3000,brute force;data structures;dp;flows;math;probabilities;sortings;2D DP
1062,814-E,1.00000000,2600,combinatorics;dp;graphs;shortest paths;1D DP;Combinations
1063,1152-F2,1.88888889,3000,bitmasks;dp;matrices;Bitmask DP
1064,1152-F1,1.44444444,2800,bitmasks;dp;matrices;Bitmask DP
1065,468-D,2.11111111,3100,graph matchings
1066,1071-E,3.00000000,3500,binary search;geometry;Binary Search on Answer
1067,1172-E,2.55555556,3300,data structures
1068,1665-A,-3.00000000,800,constructive algorithms;math;GCD
1069,1665-B,-2.77777778,900,constructive algorithms;greedy;sortings;Activity Selection
1070,510-E,0.33333333,2300,flows;Max Flow
1071,1343-A,-2.77777778,900,brute force;math;Brute Force Enumeration
1072,1343-D,-1.00000000,1700,brute force;data structures;greedy;two pointers;Brute Force Enumeration
1073,1335-D,-1.88888889,1300,constructive algorithms;implementation;Simulation
1074,1335-E1,-1.00000000,1700,binary search;brute force;data structures;dp;two pointers;Prefix Sum
1075,1335-E2,-0.77777778,1800,brute force;data structures;dp;two pointers;Prefix Sum
1076,1342-C,-1.22222222,1600,math;number theory;Modular Arithmetic
1077,1352-F,-1.44444444,1500,constructive algorithms;graphs;math
1078,1353-A,-3.00000000,800,constructive algorithms;greedy;math;Modular Arithmetic;Simulation
1079,1353-B,-3.00000000,800,greedy;sortings
1080,1328-A,-3.00000000,800,math;Modular Arithmetic
1081,1372-C,-1.44444444,1500,constructive algorithms;math;Permutations
1082,1372-D,-0.11111111,2100,brute force;dp;games;greedy;Sliding Window;Two Pointers on Sorted Array
1083,1392-A,-3.00000000,800,greedy;math
1084,1392-B,-3.00000000,800,implementation;math;Simulation;State Simulation
1085,1392-C,-2.11111111,1200,greedy;implementation;Greedy Sorting;Simulation
1086,1392-D,-1.00000000,1700,dp;greedy;Greedy Sorting;Simulation
1087,1392-E,-0.11111111,2100,bitmasks;constructive algorithms;interactive;math;Bitmask Enumeration
1088,1407-A,-2.33333333,1100,constructive algorithms;math
1089,1407-B,-1.88888889,1300,brute force;greedy;math;number theory
1090,1406-A,-2.77777778,900,greedy;implementation;math;Greedy Sorting
1091,1406-D,0.11111111,2200,constructive algorithms;data structures;greedy;math;Greedy Sorting;Segment Tree
1092,1422-A,-3.00000000,800,geometry;math;Polygon Area
1093,1422-B,-1.88888889,1300,greedy;implementation;math;1D DP
1094,166-E,-1.44444444,1500,dp;math;matrices;1D DP;GCD
1095,1183-A,-3.00000000,800,implementation
1096,1183-B,-2.77777778,900,math
1097,1183-H,-0.55555556,1900,dp;strings
1098,1110-E,0.11111111,2200,constructive algorithms;math;sortings;Custom Comparator Sorting
1099,1157-A,-2.33333333,1100,implementation;Simulation
1100,1157-B,-1.88888889,1300,greedy
1101,1157-C1,-1.88888889,1300,greedy
1102,1157-E,-1.00000000,1700,binary search;data structures;greedy;Priority Queue
1103,1500-B,0.11111111,2200,binary search;brute force;chinese remainder theorem;math;number theory;Binary Search on Array;GCD
1104,1172-B,-0.55555556,1900,combinatorics;dp;graphs;trees;Tree DP
1105,1661-A,-3.00000000,800,greedy;math;Activity Selection;GCD
1106,1648-A,-1.66666667,1400,combinatorics;data structures;geometry;math;matrices;sortings;Custom Comparator Sorting;Modular Arithmetic
1107,1809-F,0.77777778,2500,binary search;data structures;graphs;greedy;implementation;Brute Force Enumeration;Prefix Sum
1108,1819-D,1.44444444,2800,brute force;data structures;dp;two pointers;1D DP;Hash Map
1109,1710-C,0.77777778,2500,bitmasks;brute force;constructive algorithms;dp;greedy;math
1110,1299-A,-1.44444444,1500,brute force;greedy;math;Brute Force Enumeration
1111,1299-C,-0.11111111,2100,data structures;geometry;greedy;Monotonic Stack
1112,1338-B,-0.77777778,1800,bitmasks;constructive algorithms;graphs;greedy;math;trees;Tree DFS
1113,1338-C,0.11111111,2200,bitmasks;brute force;constructive algorithms;divide and conquer;math;Bitmask Enumeration
1114,1338-D,1.22222222,2700,constructive algorithms;dp;graphs;math;trees;Tree DFS
1115,1329-B,-1.00000000,1700,bitmasks;combinatorics;math;Bitmask Enumeration
1116,1329-C,0.55555556,2400,constructive algorithms;data structures;greedy;implementation;Priority Queue
1117,1254-A,-1.00000000,1700,constructive algorithms;greedy;implementation;Simulation
1118,1254-C,0.33333333,2300,constructive algorithms;geometry;interactive;math;Orientation Test
1119,1254-D,1.22222222,2700,data structures;probabilities;trees;Expected Value
1120,299-B,-2.77777778,900,brute force;implementation
1121,301-A,-0.77777778,1800,constructive algorithms
1122,301-B,-0.11111111,2100,binary search;graphs;shortest paths;Dijkstra
1123,318-B,-1.88888889,1300,implementation;strings;two pointers
1124,320-B,-1.44444444,1500,graphs;DFS
1125,494-A,-1.44444444,1500,greedy
1126,499-A,-2.55555556,1000,greedy;implementation
1127,552-D,-0.55555556,1900,brute force;combinatorics;data structures;geometry;math;sortings
1128,552-C,-0.55555556,1900,brute force;dp;greedy;math;Meet-in-the-middle;number theory
1129,552-A,-2.55555556,1000,implementation;math
1130,552-B,-2.11111111,1200,implementation;math
1131,546-B,-2.11111111,1200,brute force;greedy;implementation;sortings;Greedy Sorting
1132,546-C,-1.66666667,1400,brute force;games;graphs;Simulation
1133,796-C,-0.55555556,1900,constructive algorithms;data structures;dp;trees;Priority Queue;Tree DP
1134,1593-G,0.11111111,2200,constructive algorithms;data structures;dp;greedy;1D DP;Greedy Sorting
1135,1747-A,-3.00000000,800,constructive algorithms;greedy;Greedy Sorting;Simulation
1136,1183-C,-1.66666667,1400,binary search;math;Binary Search on Answer
1137,1828-A,-3.00000000,800,constructive algorithms;math;Divisors
1138,786-C,0.55555556,2400,data structures;divide and conquer;Hash Map;Sliding Window
1139,1592-D,0.33333333,2300,binary search;graphs;implementation;interactive;math;number theory;trees
1140,1146-C,-1.00000000,1700,bitmasks;graphs;interactive
1141,1593-A,-3.00000000,800,math;Modular Arithmetic
1142,1593-B,-2.77777778,900,dp;graphs;greedy;math
1143,1582-A,-3.00000000,800,math;LCM
1144,1582-D,-1.22222222,1600,constructive algorithms;math;State Simulation
1145,1582-F1,-0.77777778,1800,bitmasks;dp;greedy;Shortest Path in DAG
1146,1603-C,0.33333333,2300,dp;greedy;math;number theory;1D DP;Greedy Sorting
1147,1290-C,0.55555556,2400,dsu;graphs
1148,1617-C,-1.88888889,1300,binary search;greedy;math;sortings;Binary Search on Array;Greedy Sorting
1149,1617-D2,0.55555556,2400,constructive algorithms;implementation;interactive;math;Modular Arithmetic;Simulation
1150,1617-D1,-0.77777778,1800,constructive algorithms;implementation;interactive;Backtracking;Simulation
1151,1617-E,1.22222222,2700,dp;games;graphs;implementation;math;number theory;shortest paths;trees;DFS;Graph Representation
1152,1627-A,-3.00000000,800,constructive algorithms;implementation;Backtracking;Simulation
1153,1627-C,-1.66666667,1400,constructive algorithms;graphs;number theory;trees;Graph Representation
1154,1118-F2,1.22222222,2700,combinatorics;dp;graphs;trees;Tree DP
1155,1626-A,-3.00000000,800,constructive algorithms;sortings;Backtracking;Custom Comparator Sorting
1156,1626-D,-0.11111111,2100,binary search;brute force;greedy;math;Binary Search on Array;Greedy Sorting
1157,1626-E,0.55555556,2400,graphs;greedy;trees;Greedy Sorting
1158,1111-E,0.77777778,2500,data structures;dp;graphs;trees;Tree DP
1159,1632-E2,1.22222222,2700,binary search;graphs;shortest paths;trees;Binary Search on Array
1160,1632-E1,0.55555556,2400,binary search;data structures;graphs;shortest paths;trees;Binary Search on Array
1161,1623-A,-3.00000000,800,brute force;implementation;math;Brute Force Enumeration;Modular Arithmetic
1162,1623-B,-2.33333333,1100,brute force;graphs;implementation;sortings;Brute Force Enumeration
1163,1623-C,-1.22222222,1600,binary search;greedy;Binary Search on Array;Greedy Sorting
1164,1650-G,-0.11111111,2100,data structures;dp;graphs;shortest paths;Graph Representation
1165,1650-F,0.11111111,2200,dp;greedy;implementation;1D DP;Greedy Sorting
1166,1651-A,-3.00000000,800,implementation;Simulation
1167,1651-B,-3.00000000,800,constructive algorithms;greedy;Backtracking;Greedy Sorting
1168,1651-C,-1.44444444,1500,brute force;data structures;implementation;Brute Force Enumeration;Simulation
1169,1651-D,-0.55555556,1900,binary search;data structures;graphs;shortest paths;Binary Search on Array;Stack
1170,1139-E,0.55555556,2400,flows;graph matchings;graphs;Max Flow
1171,675-E,0.33333333,2300,data structures;dp;greedy;Binary Search on Answer;Segment Tree
1172,1660-F2,-0.11111111,2100,data structures;implementation;math;strings;Simulation;Stack
1173,1665-D,-0.33333333,2000,bitmasks;chinese remainder theorem;constructive algorithms;games;interactive;math;number theory;Bitmask Enumeration
1174,1661-F,1.00000000,2600,binary search;greedy;Activity Selection;Binary Search on Array
1175,1661-D,-0.55555556,1900,data structures;greedy;Activity Selection;Stack
1176,1668-A,-3.00000000,800,implementation;math;GCD
1177,1668-B,-2.77777778,900,greedy;math;sortings;GCD
1178,1661-E,0.77777778,2500,brute force;data structures;dp;dsu;math;trees;Brute Force Enumeration;Stack
1179,1675-G,0.33333333,2300,dp
1180,1670-E,0.11111111,2200,bitmasks;constructive algorithms;graphs;trees;Bitmask Enumeration
1181,1681-F,0.33333333,2300,data structures;divide and conquer;dp;dsu;graphs;trees;Stack
1182,1681-E,1.00000000,2600,data structures;dp;matrices;shortest paths;1D DP;Stack
1183,1690-G,-0.33333333,2000,binary search;data structures;greedy;sortings;Ordered Set
1184,1691-F,0.77777778,2500,combinatorics;dp;graphs;math;trees;Combinations;Tree DP
1185,1689-E,0.77777778,2500,bitmasks;brute force;constructive algorithms;dsu;graphs;Bitmask Enumeration
1186,1685-C,1.00000000,2600,brute force;constructive algorithms;greedy
1187,1699-D,0.33333333,2300,data structures;dp;greedy;1D DP
1188,1699-E,1.00000000,2600,data structures;dp;greedy;math;number theory;two pointers;2D DP;Multiset
1189,1701-A,-3.00000000,800,implementation
1190,1701-C,-1.66666667,1400,binary search;greedy;implementation;two pointers;Binary Search on Answer
1191,1701-D,-0.55555556,1900,binary search;data structures;greedy;math;sortings;two pointers
1192,1701-F,0.77777778,2500,combinatorics;data structures;implementation;math;matrices
1193,1701-E,0.77777778,2500,brute force;dp;greedy;strings;2D DP;Brute Force Enumeration;Z Algorithm
1194,1700-F,1.00000000,2600,constructive algorithms;dp;greedy;Prefix Sum
1195,1708-A,-3.00000000,800,greedy;math;Modular Arithmetic
1196,1709-E,0.55555556,2400,bitmasks;data structures;dsu;graphs;greedy;trees
1197,1730-D,0.11111111,2200,constructive algorithms;strings;two pointers;Palindrome Detection
1198,1743-B,-3.00000000,800,constructive algorithms;greedy;Simulation
1199,1743-E,0.55555556,2400,binary search;dp;1D DP
1200,1743-F,0.33333333,2300,data structures;dp;matrices;probabilities;1D DP;Segment Tree
1201,1747-D,-0.55555556,1900,binary search;bitmasks;constructive algorithms;data structures;Hash Map;Prefix Sum
1202,1612-A,-3.00000000,800,brute force;constructive algorithms;Backtracking;Brute Force Enumeration
1203,1612-B,-2.77777778,900,constructive algorithms;greedy;Backtracking;Greedy Sorting
1204,1612-E,-0.33333333,2000,brute force;dp;greedy;probabilities;sortings;1D DP;Greedy Sorting
1205,1612-G,0.77777778,2500,combinatorics;constructive algorithms;greedy;sortings;Backtracking;Greedy Sorting
1206,1766-E,0.33333333,2300,binary search;brute force;data structures;divide and conquer;dp;two pointers
1207,1767-E,0.77777778,2500,bitmasks;brute force;dp;graphs;math;Meet-in-the-middle;trees
1208,1731-E,-0.33333333,2000,dp;greedy;math;number theory;GCD
1209,1731-D,-1.00000000,1700,binary search;brute force;data structures;dp;two pointers
1210,1731-F,0.77777778,2500,brute force;combinatorics;dp;fft;math
1211,1783-A,-3.00000000,800,constructive algorithms;math;sortings
1212,1783-D,-0.33333333,2000,brute force;dp;implementation;2D DP
1213,1783-F,0.77777778,2500,flows;graph matchings;graphs;Cycle Detection
1214,1792-C,-1.44444444,1500,binary search;brute force;greedy;math;two pointers
1215,1792-E,0.55555556,2400,brute force;dp;graphs;number theory;Prime Factorization
1216,1814-D,0.77777778,2500,binary search;brute force;data structures;math;two pointers
1217,1797-E,0.33333333,2300,brute force;data structures;dsu;math;number theory;two pointers
1218,1814-E,0.33333333,2300,data structures;dp;matrices;Segment Tree
1219,1847-D,-0.55555556,1900,data structures;dsu;greedy;implementation;strings
1220,1529-A,-3.00000000,800,constructive algorithms;greedy;math;Activity Selection
1221,1529-B,-2.33333333,1100,greedy;math;sortings;Interval Scheduling
1222,1530-A,-3.00000000,800,greedy;math;Greedy Sorting
1223,1530-B,-3.00000000,800,constructive algorithms;implementation;Simulation
1224,1530-C,-2.11111111,1200,binary search;brute force;greedy;sortings;Brute Force Enumeration
1225,978-G,-1.00000000,1700,greedy;implementation;sortings;Interval Scheduling
1226,1602-A,-3.00000000,800,implementation;1D DP;Bitmask Enumeration
1227,1772-C,-2.55555556,1000,constructive algorithms;greedy;math;Difference Array
1228,1772-E,-1.00000000,1700,games
1229,1772-G,0.11111111,2200,binary search;greedy;implementation;math;sortings;two pointers
1230,347-A,-1.88888889,1300,constructive algorithms;implementation;sortings;Greedy Sorting
1231,1800-A,-3.00000000,800,implementation;strings;Simulation;String Matching
1232,1800-B,-2.55555556,1000,greedy;strings
1233,1800-C2,-2.33333333,1100,data structures;greedy;Priority Queue
1234,1800-C1,-2.55555556,1000,data structures;greedy;Priority Queue
1235,1800-D,-2.11111111,1200,data structures;greedy;hashing;strings;String Matching
1236,1829-C,-3.00000000,800,bitmasks;greedy;implementation
1237,1468-N,-2.77777778,900,greedy;implementation;Greedy Sorting;Simulation
1238,985-C,-1.44444444,1500,greedy;Greedy Sorting
1239,876-B,-1.88888889,1300,implementation;math;number theory;Divisors
1240,134-A,-2.11111111,1200,brute force;implementation;Brute Force Enumeration
1241,797-B,-1.66666667,1400,dp;greedy;implementation;Greedy Sorting
1242,1324-D,-1.66666667,1400,binary search;data structures;sortings;two pointers;Two Pointers on Sorted Array
1243,515-C,-1.66666667,1400,greedy;math;sortings
1244,660-C,-1.22222222,1600,binary search;dp;two pointers;Sliding Window
